shipment_id,shipper_id,shipper_name,shipper_address,shipper_city,shipper_state,shipper_zip,shipper_latitude,shipper_longitude,waste_description,waste_epa_codes,weight,manifest_file
2697,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D006; D008; D009; D011,1943,group2/waste-manifests-page2697.pdf
2698,ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY,ME,3904,43.090835,-70.736914,POTASSIUM/SODIUM HYDROXIDE SOLUTION,D002; D006; D008; D010,540.6912,group2/waste-manifests-page2698.pdf
2699,ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY,ME,3904,43.090835,-70.736914,FLOOR CLEANING SOLUTION (HIGH PH),D002; D006; D008; D010,3108.0672,group2/waste-manifests-page2699.pdf
2700,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,METAL BATH SLUDGE,D002; D007,838.2528,group2/waste-manifests-page2700.pdf
2701,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,CHROMIUM NITRATE SOLUTION,D002; D007,181.44,group2/waste-manifests-page2701.pdf
2702,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,DILUTE CHROMIC ACID,D002; D007,181.44,group2/waste-manifests-page2702.pdf
2703,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,ALODINE,D002; D007,20.412,group2/waste-manifests-page2703.pdf
2704,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SPENT ACIDS,D002; D007,2184.084,group2/waste-manifests-page2704.pdf
2705,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,WASTE CORROSIVE LIQUID,D002; D007,2721.6,group2/waste-manifests-page2705.pdf
2706,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE SOLID, TOXIC",D002; D007,442.26,group2/waste-manifests-page2706.pdf
2707,CTR000004036,EDAL INDUSTRIES,51 COMMERCE STREET,E. HAVEN,CT,6512,41.250648,-72.882187,ACID SOLUTION,D002; D007,1134,group2/waste-manifests-page2707.pdf
2708,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D007,1197.504,group2/waste-manifests-page2708.pdf
2709,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D007,725.76,group2/waste-manifests-page2709.pdf
2710,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D007,1582,group2/waste-manifests-page2710.pdf
2711,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D007,182,group2/waste-manifests-page2711.pdf
2712,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE,D002; D007,3187.4472,group2/waste-manifests-page2712.pdf
2713,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,OXIDIZING LIQUID,D002; D007,181.44,group2/waste-manifests-page2713.pdf
2714,CTD001450154,WHYCO TECHNOLOGIES INC.,670 WATERBURY ROAD,THOMASTON,CT,6787,41.642683,-73.07793,CHROMIC ACID,D002; D007,7803.7344,group2/waste-manifests-page2714.pdf
2715,KYD005009923,CALGON CARBON CORP,"US ROUTE 23, S.",CATLETTSBURG,KY,41129,38.39706,-82.600883,ABATEMENT EQUIPMENT DUST (SPENT SODA ASH),D001,79525.152,group2/waste-manifests-page2715.pdf
2716,KYD005009923,CALGON CARBON CORP,"US ROUTE 23, S.",CATLETTSBURG,KY,41129,38.39706,-82.600883,CLARIFIER SLUDGE; SPENT CARBON FINES/DIATOMACEOUS EARTH FROM TREATMENT OPERATIONS,D001,309713.544,group2/waste-manifests-page2716.pdf
2717,KYD005009923,CALGON CARBON CORP,"US ROUTE 23, S.",CATLETTSBURG,KY,41129,38.39706,-82.600883,FURNACE SLAG/SPENT REFRACTORY AND SDA CLEANOUT MATERIAL; MATERIAL FROM PROCESS EQUIPMENT CLEANOUT,D001,135726.192,group2/waste-manifests-page2717.pdf
2718,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,ALKALINE LIQUID,D002; D007,1454,group2/waste-manifests-page2718.pdf
2719,ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY,ME,3904,43.090835,-70.736914,"ACID, CHROMIC ACID SOLUTION (ALODINE)",D002; D007,6.3504,group2/waste-manifests-page2719.pdf
2720,WID003967148,ONYX ENVIRONMENTAL SERVICES,W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.159699,-88.064289,WASTE CHROMIC ACID SOLUTION,D002; D007,1,group2/waste-manifests-page2720.pdf
2721,KYD005013032,AK STEEL CORPORATION,40TH STREET & WINCHESTER AVENUE,ASHLAND,KY,41105-0191,38.4538,-82.612599,COKE PLANT WASTE TAR AND TAR DECANTER SLUDGE CONTAMINATED MEDIA AND DEBRIS; FILTERS FROM COKE OVEN GAS CLEANING PROCESS,D001,15730.848,group2/waste-manifests-page2721.pdf
2722,NCD982170292,"ENVIROCHEM, INC.",1005 INVESTMENT BOULEVARD,APEX,NC,27502,35.725243,-78.838466,CHROMIC ACID LIQUID,D002; D007,226.8,group2/waste-manifests-page2722.pdf
2723,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S. (SULFURIC ACID)",D002; D007,54.432,group2/waste-manifests-page2723.pdf
2724,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"CORROSIVE LIQUIDS, TOXIC, N.O.S. (HYDROCHLORIC ACID, HYDROFLUORIC ACID)",D002; D007,362.88,group2/waste-manifests-page2724.pdf
2725,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.",D002; D007,385.56,group2/waste-manifests-page2725.pdf
2726,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"CORROSIVE LIQUIDS, TOXIC, N.O.S. (HYDROCHLORIC ACID, HYDROFLUORIC ACID)",D002; D007,181.44,group2/waste-manifests-page2726.pdf
2727,NJD002329621,"ARMOTEK, INC",1 ROTO AVENUE,PALMYRA AVENUE,NJ,8065,40.00362,-75.034859,CLEPO CHROME STRIP,D002; D007,3628.8,group2/waste-manifests-page2727.pdf
2728,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D007,1,group2/waste-manifests-page2728.pdf
2729,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE SOLID, ACIDIC, INORGANIC",D002; D007,1,group2/waste-manifests-page2729.pdf
2730,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE CHROMIC ACID SOLUTION,D002; D007,1,group2/waste-manifests-page2730.pdf
2731,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CHROME WASTE,D002; D007,1,group2/waste-manifests-page2731.pdf
2732,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,ACID LIQUIDS,D002; D007,1,group2/waste-manifests-page2732.pdf
2733,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CHROMIC ACID,D002; D007,3628.8,group2/waste-manifests-page2733.pdf
2734,NJD001599604,HAWARD CORPORATION,29 PORETE AVENUE,NORTH ARLINGTON,NJ,7031,40.778914,-74.126229,TANK BOTTOM SLUDGE,D002; D007,6803.8875,group2/waste-manifests-page2734.pdf
2735,NYD001230341,GENERAL GALVANIZING & SUPPLY CO,652 WHITTIER STREET,BRONX,NY,10474,40.813843,-73.88343,CHROMATE,D002; D007,1,group2/waste-manifests-page2735.pdf
2736,NJD980536593,ONYX ENVIRONMENTAL SERVICES,1 EDEN LANE,FLANDERS,NJ,7836,40.879004,-74.697639,ALKALINE SOLID,D002; D007,200555.6112,group2/waste-manifests-page2736.pdf
2737,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR SOLID,D002; D007,3670,group2/waste-manifests-page2737.pdf
2738,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CHROMIC-PHOSPHORIC ACID,D002; D007,1111.32,group2/waste-manifests-page2738.pdf
2739,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,SPENT HYDROCHLORIC ACID (HCL),D002; D007,1,group2/waste-manifests-page2739.pdf
2740,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,HYDROCHLORIC ACID,D002; D007,1,group2/waste-manifests-page2740.pdf
2741,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,SPENT LABORATORY LIQUIDS,D002; D007,1,group2/waste-manifests-page2741.pdf
2742,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,NITRIC ACID,D002; D007,1,group2/waste-manifests-page2742.pdf
2743,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CHROME ETCH,D002; D007,1,group2/waste-manifests-page2743.pdf
2744,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,WASTE SMUT GO,D002; D007,1,group2/waste-manifests-page2744.pdf
2745,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,WASTE IRIDITE SOLUTION,D002; D007,1,group2/waste-manifests-page2745.pdf
2746,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,KHLCT - 048 - TORCO W O #1,D002; D007,1,group2/waste-manifests-page2746.pdf
2747,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CHROMIC ACID SOLUTION,D002; D007,26.3088,group2/waste-manifests-page2747.pdf
2748,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CAUSTIC METALLURGICAL SLUDGE,D002; D007,1.1471544,group2/waste-manifests-page2748.pdf
2749,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,NICKEL CHROME ETCH,D002; D007,3741.049503,group2/waste-manifests-page2749.pdf
2750,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,ALUMINUM ETCH,D002; D007,757.9530675,group2/waste-manifests-page2750.pdf
2751,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CHROME CONTAMINATED CLEANER,D002; D007,17823.4637,group2/waste-manifests-page2751.pdf
2752,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,PASA GEL ACIDIC MATERIALS,D002; D007,96.1632,group2/waste-manifests-page2752.pdf
2753,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CONTAMINATED CHILLER WATER,D002; D007,1,group2/waste-manifests-page2753.pdf
2754,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CHROMIC ACID SOLUTION,D002; D007,1,group2/waste-manifests-page2754.pdf
2755,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,DIOXIDIZER 7-17 & NITRIC ACID,D002; D007,417.312,group2/waste-manifests-page2755.pdf
2756,NYD042569772,SCOTT AVIATION,225 ERIE STREET,LANCASTER,NY,14086-9502,42.905381,-78.658522,NITRIC ACID/SODIUM DICHROMATE SOLUTION,D002; D007,2838.1752,group2/waste-manifests-page2756.pdf
2757,NYD990774200,U.S. CHROME CORPORATION,31 SWAN STREET,BATAVIA,NY,14020,42.994318,-78.177329,WASTE CHROMIC ACID SOLUTION,D002; D007,2766.91425,group2/waste-manifests-page2757.pdf
2758,NYD990774200,U.S. CHROME CORPORATION,31 SWAN STREET,BATAVIA,NY,14020,42.994318,-78.177329,"WASTE CORROSIVE LIQUID, BASIC, INORGANIC NOS (ALKALINE STRIP SOLUTION)",D002; D007,6241.4328,group2/waste-manifests-page2758.pdf
2759,NYD990774200,U.S. CHROME CORPORATION,31 SWAN STREET,BATAVIA,NY,14020,42.994318,-78.177329,SPENT CHROMIC ACID TANK BOTTOM SLUDGE,D002; D007,1270.059,group2/waste-manifests-page2759.pdf
2760,NYD049836679,CWM CHEMICAL SERVICES,1550 BALMER ROAD,MODEL CITY,NY,14107,43.17165,-78.974659,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D007,907.2,group2/waste-manifests-page2760.pdf
2761,NYD049836679,CWM CHEMICAL SERVICES,1550 BALMER ROAD,MODEL CITY,NY,14107,43.17165,-78.974659,WASTE HYDROFLORIC ACID,D002; D007,589.68,group2/waste-manifests-page2761.pdf
2762,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,CHROME WASTE WITH DEBRIS,D002; D007; D008,45.36,group2/waste-manifests-page2762.pdf
2763,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,CAUSTIC TANK SLUDGE,D002; D007; D008,4528.7424,group2/waste-manifests-page2763.pdf
2764,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D007; D008,2113.776,group2/waste-manifests-page2764.pdf
2765,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D007; D008,125,group2/waste-manifests-page2765.pdf
2766,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S. (ALUMINUM SULFATE)",D001,181.44,group2/waste-manifests-page2766.pdf
2767,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE WASTE,D002; D007; D008,7983.36,group2/waste-manifests-page2767.pdf
2768,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE,D002; D007; D008,422.7552,group2/waste-manifests-page2768.pdf
2769,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S. (ALUMINUM SULFATE)",D001,1270.08,group2/waste-manifests-page2769.pdf
2770,MAD981074156,PLATING FOR ELECTRONICS INC,94 CALVARY STREET,WALTHAM,MA,2454,42.369063,-71.226255,ACID SOLUTION,D002; D007; D008,40927.4208,group2/waste-manifests-page2770.pdf
2771,PAR000502336,U.S. CHROME CORPORATION,750 WEST WASHINGTON STREET,NORRISTOWN,PA,19104,40.117217,-75.356259,CHROMIC ACID WASTE,D002; D007; D008,2035.7568,group2/waste-manifests-page2771.pdf
2772,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE CHROMIC ACID SOLUTION,D002; D007; D008,1,group2/waste-manifests-page2772.pdf
2773,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,ACID LIQUIDS,D002; D007; D008,1,group2/waste-manifests-page2773.pdf
2774,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CHROME WASTE,D002; D007; D008,1,group2/waste-manifests-page2774.pdf
2775,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,ACID LIQUIDS,D002; D007; D008,1,group2/waste-manifests-page2775.pdf
2776,NJD041813775,ANDARN ELECTRO SERVICES,72 MICHIGAN AVENUE,PATERSON,NJ,7522,40.893894,-74.154794,TANK BOTTOMS AND DEBRIS FROM PLATING OPERATIONS,D002; D007; D008,3646.944,group2/waste-manifests-page2776.pdf
2777,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,ALUMINUM ETCH BHLC-007,D002; D007; D008,1,group2/waste-manifests-page2777.pdf
2778,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,ACID LIQUIDS,D002; D007; D008; D009,1,group2/waste-manifests-page2778.pdf
2779,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S. (HYDROCHLORIC ACID, SULFURIC ACID)",D002; D007; D008; D010; D011,513.0216,group2/waste-manifests-page2779.pdf
2780,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S. (HYDROCHLORIC ACID, SULFURIC ACID)",D002; D007; D008; D010; D011,317.9736,group2/waste-manifests-page2780.pdf
2781,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,"SPENT NICKEL, NICI, SICR ETCHANT, AQUA-REGIA",D002; D007; D008; D011,9.072,group2/waste-manifests-page2781.pdf
2782,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,WASTE,D002; D007; D008; D011,182,group2/waste-manifests-page2782.pdf
2783,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D007; D008; D011,1,group2/waste-manifests-page2783.pdf
2784,NYD049836679,CWM CHEMICAL SERVICES,1550 BALMER ROAD,MODEL CITY,NY,14107,43.17165,-78.974659,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D007; D008; D011,136.08,group2/waste-manifests-page2784.pdf
2785,IND093219012,HERITAGE ENVIRONMENTAL SERVICES,7901 WEST MORRIS STREET,INDIANAPOLIS,IN,46231,39.749482,-86.301054,"SULFURIC ACID, NICKEL",D002; D007; D008; F007,1096.8048,group2/waste-manifests-page2785.pdf
2786,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE SOLID, ACIDIC, INORGANIC",D002; D007; D008; F019,401.436,group2/waste-manifests-page2786.pdf
2787,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,MERCURY COD VIALS,D002; D007; D009,680.4,group2/waste-manifests-page2787.pdf
2788,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,ACID LIQUIDS,D002; D007; D009,1,group2/waste-manifests-page2788.pdf
2789,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D007; D009; D010,1,group2/waste-manifests-page2789.pdf
2790,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,COD VIALS,D002; D007; D009; D011,1310.4504,group2/waste-manifests-page2790.pdf
2791,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,COD WASTE,D002; D007; D009; D011,22.68,group2/waste-manifests-page2791.pdf
2792,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,LITHIUM BATTERIES,D002; D007; D009; D011,337,group2/waste-manifests-page2792.pdf
2793,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE,D002; D007; D009; D011,3769.416,group2/waste-manifests-page2793.pdf
2794,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE LIQUID, TOXIC",D002; D007; D009; D011,56.7,group2/waste-manifests-page2794.pdf
2795,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE,D002; D007; D010,2881.7208,group2/waste-manifests-page2795.pdf
2796,CAD980884183,GENERAL ENVIRONMENTAL MANAGEMENT,11855 WHITE ROCK ROAD,RANCHO CORDOVA,CA,95742,38.592474,-121.225637,"CORROSIVE LIQUID, ACIDIC",D002; D007; D010; U134,204.12,group2/waste-manifests-page2796.pdf
2797,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,ACID CLEANER,D002; D007; D011,453.6,group2/waste-manifests-page2797.pdf
2798,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,ALKALINE SOLID,D002; D007; F003,176209,group2/waste-manifests-page2798.pdf
2799,PAD981945157,ONYX ENVIRONMENTAL SERVICES,3100 HEDLEY STREET,PHILADELPHIA,PA,19137,39.988487,-75.070983,NON RCRA LIQUID,D001,7257.6,group2/waste-manifests-page2799.pdf
2800,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SPENT ACIDS,D002; D007; F006,9346.428,group2/waste-manifests-page2800.pdf
2801,NJD041829755,TRB ELECTRO CORPORTATION,6 MORRIS STREET,PATERSON,NJ,7543,40.910907,-74.178575,TREATMENT SLUDGE,D002; D007; F006,5742.576,group2/waste-manifests-page2801.pdf
2802,NCD982170292,"ENVIROCHEM, INC.",1005 INVESTMENT BOULEVARD,APEX,NC,27502,35.725243,-78.838466,"NITRIC ACID, CHROMIC ACID",D002; D007; F019,1134,group2/waste-manifests-page2802.pdf
2803,FLD980559728,CHEMICAL CONSERVATION CORPORATION,10100 ROCKET BOULEVARD,ORLANDO,FL,32824,28.417756,-81.385956,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D007; K062,1116.3096,group2/waste-manifests-page2803.pdf
2804,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,CORROSIVE LIQUID,D002; D007; U134,109,group2/waste-manifests-page2804.pdf
2805,NCD982170292,"ENVIROCHEM, INC.",1005 INVESTMENT BOULEVARD,APEX,NC,27502,35.725243,-78.838466,"HYDROFLORIC ACID, HYDROCHLORIC ACID",D002; D007; U134,2766.96,group2/waste-manifests-page2805.pdf
2806,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,PLATING FILTERS,D002; D008,544.32,group2/waste-manifests-page2806.pdf
2807,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,PB2,D002; D008,453.6,group2/waste-manifests-page2807.pdf
2808,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,DEBRIS CONTAMINATED WITH LEAD PAINT,D002; D008,1339.0272,group2/waste-manifests-page2808.pdf
2809,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SODIUM HYDROXIDE STRIPPER,D002; D008,362.88,group2/waste-manifests-page2809.pdf
2810,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SPENT LEAD SOLUTION,D002; D008,362.88,group2/waste-manifests-page2810.pdf
2811,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,TIN LEAD,D002; D008,1723.68,group2/waste-manifests-page2811.pdf
2812,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,ACID/LEAD WASTE,D002; D008,181.44,group2/waste-manifests-page2812.pdf
2813,NCD000648451,CLEAN HARBORS INC,208 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,NC,27320,36.322562,-79.649068,LEAD FOR RECLAMATION,D002; D008,12542.4936,group2/waste-manifests-page2813.pdf
2814,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,BATTERIES,D002; D008,1823.472,group2/waste-manifests-page2814.pdf
2815,IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.633689,-87.461683,BATTERIES,D002; D008,816,group2/waste-manifests-page2815.pdf
